modele_id,marque,marque_id,modele,nom_complet,nom_affichage,nom_fr,titre_fr,type_fr,prix_lancement_eur,prix_source,marche_fr,priorite,vues_60j,a_version_fr,nb_langues,titre_wikipedia,pays_origine,ecole,categorie,annee_debut,annee_fin,cylindree_cc,architecture,refroidissement,puissance_ch,puissance_kw,puissance_tr_min,couple_nm,couple_tr_min,poids_kg,poids_type,poids_sec_kg,poids_tous_pleins_kg,hauteur_selle_mm,empattement_mm,longueur_mm,largeur_mm,hauteur_mm,reservoir_l,vitesse_max_kmh,a2_compatible,a2_detail,moteur,alesage_course,compression,transmission,cadre,suspension,freins,pneus,consommation,predecesseur,successeur,aussi_appele,image_url,wikidata_id,url_wikipedia,url_wikipedia_fr,source_specs_fr,image_vignette,image_licence,image_auteur,image_page,image_utilisable,resume_fr,production_raw,completude_pct,alertes,source
kawasaki-ninja-650r,Kawasaki,kawasaki,Kawasaki Ninja 650,Kawasaki Ninja 650,Kawasaki Ninja 650,Kawasaki Er-6,Kawasaki ER-6,Roadster ou routière,5990,Wikipedia FR - prix au lancement (2005),oui,200.1,5192,oui,7,Kawasaki Ninja 650R,Japon,japonaise,Roadster,2005,,649.0,,Liquide,72.1,53.03,8500.0,,7000.0,211.0,tous pleins faits,186.0,211.0,805.0,1410.0,2110.0,770.0,1180.0,16.0,210.0,non,puissance > 35 kW,"bicylindre en ligne, 4-temps, refroidissement liquide",83.0 × 60.0 mm,10.8:1,par chaîne,périmétrique type diamant,fourche télescopique / monoamortisseur,"2 disques ⌀ 300 mm, étriers 2 pistons / 1 disque ⌀ 220 mm, étrier 1 piston",Front: 120/70-17 / Rear: 160/60-17,,,,Kawasaki ER-6f/EX-6 / Ninja 650R (2005-2011),https://upload.wikimedia.org/wikipedia/commons/b/bd/Kawasaki_Ninja650.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1537064,https://en.wikipedia.org/wiki/Kawasaki_Ninja_650R,https://fr.wikipedia.org/wiki/Kawasaki_ER-6,https://fr.wikipedia.org/wiki/Kawasaki_ER-6,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Kawasaki_Ninja650.jpg/960px-Kawasaki_Ninja650.jpg,CC BY-SA 4.0,Tokumeigakarinoaoshima,https://commons.wikimedia.org/wiki/File:Kawasaki_Ninja650.jpg,oui,La Kawasaki ER-6 est une moto produite par le constructeur japonais Kawasaki. Elle est depuis sa sortie dans le top 3 des motos les plus vendues en France.,2005–present,87,,Wikipedia EN (CC BY-SA 4.0)
yamaha-mt-01,Yamaha,yamaha,Yamaha MT-01,Yamaha MT-01,Yamaha MT-01,Yamaha MT-01,Yamaha MT-01,Roadster,13250,Wikipedia FR - prix au lancement (2005),oui,199.9,4471,oui,6,Yamaha MT-01,Japon,japonaise,Custom / Cruiser,2005,2012,1670.0,V-twin,Air,90.1,66.3,4750,150.3,3750,265.0,tous pleins faits,245.0,265.0,825.0,1525.0,2185.0,800.0,1105.0,15.0,210.0,non,puissance > 35 kW,"bicylindre en V à 48°, 4 temps refroidi par air",97.0 × 113.0 mm,8.36:1,par chaîne,simple berceau,fourche télescopique inversée ∅ 43 mm / monoamortisseur,"2 disques ∅ 320 mm, étriers 4 pistons / 1 disque ∅ 267 mm, étrier 2 pistons",120/70 ZR17M/C (58W) / 190/50 ZR17M/C (73W),,,,,https://upload.wikimedia.org/wikipedia/commons/7/71/Yamaha_MT-01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1516369,https://en.wikipedia.org/wiki/Yamaha_MT-01,https://fr.wikipedia.org/wiki/Yamaha_MT-01,https://fr.wikipedia.org/wiki/Yamaha_MT-01,https://upload.wikimedia.org/wikipedia/commons/7/71/Yamaha_MT-01.jpg,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:Yamaha_MT-01.jpg,oui,La MT-01 est un modèle de motocyclette du constructeur japonais Yamaha Motor.,2005–2012,100,,Wikipedia EN (CC BY-SA 4.0)
yamaha-tmax,Yamaha,yamaha,Yamaha TMAX,Yamaha TMAX,Yamaha TMAX,Yamaha TMAX,Yamaha TMAX,Scooter,,,oui,199.5,7157,oui,10,Yamaha TMAX,Japon,japonaise,Scooter / Cyclomoteur,2001,,499.0,Twin parallèle,Liquide,40.0,29.4,,45.8,5500.0,217.0,tous pleins faits,,217.0,795.0,1575.0,2235.0,775.0,1410.0,14.0,160.93,oui,"29.4 kW, 0.135 kW/kg","bicylindre en ligne, 4T, refroidissement liquide",66 × 73 mm,"10.0:1 for model years 2001-2003, / 11.0:1 for model years 2004-2011",2001 : double chaîne2012 : courroie,2001 : treillis tubulaire2008 : fonte d'aluminium,fourche télescopique Ø 38 mm / mono-amortisseur,"1 disque Ø 282 mm, étrier double piston / disque Ø 267 mm","14"" / 14""",,,,XP500,https://upload.wikimedia.org/wikipedia/commons/3/3d/TMAX500.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q589388,https://en.wikipedia.org/wiki/Yamaha_TMAX,https://fr.wikipedia.org/wiki/Yamaha_TMAX,https://fr.wikipedia.org/wiki/Yamaha_TMAX,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/TMAX500.JPG/960px-TMAX500.JPG,CC BY-SA 4.0,Shohei ninomiya,https://commons.wikimedia.org/wiki/File:TMAX500.JPG,oui,"Le XP 500 TMAX est un scooter fabriqué par Yamaha Motor. Sa commercialisation a commencé en Europe en 2001, région où la seconde génération a été introduite en 2008. Cette seconde génération a été mise à disposition sur le marché américain pour l'année-modèle 2009. Le XP500 est produit après le XP250 Majesty de 1996. Il présente une configuration de gros scooter, avec un moteur bicylindre de 499 cm3 (à injection en 2004), un variateur et un cadre rigide (en fonte d'aluminium à partir de 2008). Plusieurs spécificités caractérisent le XP500 : la transmission finale à la roue arrière s'effectue par le biais d'une double chaîne placée à l'intérieur du bras de suspension gauche, dans un bain d'huile (remplacée par une courroie plus légère en 2012) ; le moteur est monté sur le cadre plutôt que sur les bras de suspension. Ce scooter de grosse cylindrée à hautes performances est présenté comme u",2001–present,100,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-ninja-h2,Kawasaki,kawasaki,Kawasaki Ninja H2,Kawasaki Ninja H2,Kawasaki Ninja H2,,,,,,oui,199.4,32944,non,9,Kawasaki Ninja H2,Japon,japonaise,Sportive,2015,,998.0,,,192.4,141.53,11000,123.65,10500,239.95,tous pleins faits,,239.95,825.5,1450.34,2085.34,,,17.0,296.0,non,puissance > 35 kW,Supercharged (two-speed centrifugal) 998 cc DOHC 4-valve inline-4 four-stroke,76.0 × 55.0 mm,8.5:1 (H2) / 8.3:1 (H2R),6-speed,Steel trellis,"H2: / Front: 43 mm telescopic fork, preload-adjustable / Rear: Single shock, preload-adjustable / H2R: / Front: Fully adjustable KYB telescopic fork with steering damper / Rear: single-sided swingarm with monoshock",Front: 2 x 330 mm Brembo disc with radial-mount monoblock calipers / Rear: 250 mm Brembo disc with radial-mount caliper,H2: / Front: 120/70ZR17 / Rear: 200/55ZR17 / H2R: / Front: 120/60 R17 racing slicks / Rear: 190/65 R17 racing slicks,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Kawasaki_Ninja_H2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q18387355,https://en.wikipedia.org/wiki/Kawasaki_Ninja_H2,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Kawasaki_Ninja_H2.jpg/960px-Kawasaki_Ninja_H2.jpg,CC BY-SA 4.0,Rikita,https://commons.wikimedia.org/wiki/File:Kawasaki_Ninja_H2.jpg,oui,,2015–Current,93,,Wikipedia EN (CC BY-SA 4.0)
honda-super-cub,Honda,honda,Honda Super Cub,Honda Super Cub,Honda Super Cub,,Honda Super Cub,,,,oui,198.9,20852,oui,23,Honda Super Cub,Japon,japonaise,Scooter / Cyclomoteur,1958,,49.0,Monocylindre,Air,,,,,,55.0,à sec,55.0,,,,,,,,,,,Horizontal 49 – 4-stroke air-cooled single,,,3- or 4-speed semi-automatic transmission with wet multi-plate centrifugal clutch,Step through pressed steel monocoque underbone,"Front: Leading link (early), telescopic fork (late) / Rear: Swingarm",Front: drum latest model disk brakes / Rear: drum,,,,,"Honda C series (codename), C50, Passport, Econo Power, EX5, Dream 100, EX5 Dream, C100EX, Super Cub 50, Super Cub 110, Press Cub.",https://upload.wikimedia.org/wikipedia/commons/d/d0/Honda_super_cub%2C_1st_Gen._1958%2C_Left_side.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1192736,https://en.wikipedia.org/wiki/Honda_Super_Cub,https://fr.wikipedia.org/wiki/Honda_Super_Cub,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Honda_super_cub%2C_1st_Gen._1958%2C_Left_side.jpg/960px-Honda_super_cub%2C_1st_Gen._1958%2C_Left_side.jpg,CC BY-SA 3.0,Mj-bird,"https://commons.wikimedia.org/wiki/File:Honda_super_cub,_1st_Gen._1958,_Left_side.jpg",oui,"La Honda Super Cub est une série de motocyclettes produite par Honda avec un moteur monocylindre à quatre temps avec une cylindrée de 49 à 124 cm3. En production continue depuis 1958 avec une production dépassant 100 millions d'unités en 2017, la Super Cub est le véhicule à moteur le plus produit de l'histoire. La campagne de publicité américaine de la Super Cub, « You meet the nicest people on a Honda » (« Vous rencontrez les personnes les plus agréables sur une Honda »), a eu un impact durable sur l'image de la marque japonaise et sur les attitudes des Américains concernant l'usage de la motocyclette, et est souvent utilisée comme une étude de cas de marketing.",1958–present,53,,Wikipedia EN (CC BY-SA 4.0)
honda-rc213v,Honda,honda,Honda RC213V,Honda RC213V,Honda RC213V,Honda RC213V,Honda RC213V,Sportive,,,oui,198.7,4630,oui,13,Honda RC213V,Japon,japonaise,Compétition,2012,,1000.0,V4,Liquide,250.0,183.87,18000.0,,,160.0,à sec,160.0,,,1435.0,2052.0,645.0,,22.0,350.0,non,puissance > 35 kW,"V4, 4T, refroidissement liquide, ouverture à 75°",,,par chaîne,double poutre en aluminium,fourche télescopique / monoamortisseur,2 disques carbone / disque acier,17 pouces / 17 pouces,,Honda RC212V,,,https://upload.wikimedia.org/wikipedia/commons/a/a1/MotoGP_2025_Malaysian_Grand_Prix_-_Honda_HRC_Castrol_-_Luca_Marini.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q2061492,https://en.wikipedia.org/wiki/Honda_RC213V,https://fr.wikipedia.org/wiki/Honda_RC213V,https://fr.wikipedia.org/wiki/Honda_RC213V,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/MotoGP_2025_Malaysian_Grand_Prix_-_Honda_HRC_Castrol_-_Luca_Marini.jpg/960px-MotoGP_2025_Malaysian_Grand_Prix_-_Honda_HRC_Castrol_-_Luca_Marini.jpg,CC BY-SA 4.0,Liauzh,https://commons.wikimedia.org/wiki/File:MotoGP_2025_Malaysian_Grand_Prix_-_Honda_HRC_Castrol_-_Luca_Marini.jpg,oui,"La Honda RC213V est un modèle de moto du constructeur japonais Honda. C'est la MotoGP créée par le Honda Racing Corporation l'année où la Dorna Sports réintroduit la cylindrée 1 000 cm3, en 2012. La Repsol Honda Team participera à la saison 2012 avec comme pilotes le champion du monde en titre, Casey Stoner, et Dani Pedrosa. Une troisième et quatrième machine seront utilisées par Álvaro Bautista de l'équipe Gresini Racing et Stefan Bradl de l'équipe LCR. C'est Marc Márquez qui remportera le plus de titres de champion pilote à son guidon avec six victoires. Encore à son guidon, Marc Márquez a remporté 85 victoires.",2012–present,87,hauteur_selle_mm=1110.0 hors [500-1000],Wikipedia EN (CC BY-SA 4.0)
ktm-rc16,KTM,ktm,KTM RC16,KTM RC16,KTM RC16,KTM RC16,KTM RC16,Sportive,,,oui,197.3,3054,oui,9,KTM RC16,Autriche,autrichienne,Compétition,2016,2016,1000.0,V4,,,,,,,160.0,à sec,160.0,,,1400.0,,,,22.0,350.0,,,"V4, 6T, refroidissement liquide, ouverture à 86°",,,par chaîne,double poutre en aluminium,fourche télescopique / monoamortisseur,2 disques carbone / disque acier,17 pouces / 17 pouces,,none,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/MotoGP_2025_Malaysian_Grand_Prix_-_KTM_Factory_Racing_-_Brad_Binder.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q25110975,https://en.wikipedia.org/wiki/KTM_RC16,https://fr.wikipedia.org/wiki/KTM_RC16,https://fr.wikipedia.org/wiki/KTM_RC16,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/MotoGP_2025_Malaysian_Grand_Prix_-_KTM_Factory_Racing_-_Brad_Binder.jpg/960px-MotoGP_2025_Malaysian_Grand_Prix_-_KTM_Factory_Racing_-_Brad_Binder.jpg,CC BY-SA 4.0,Liauzh,https://commons.wikimedia.org/wiki/File:MotoGP_2025_Malaysian_Grand_Prix_-_KTM_Factory_Racing_-_Brad_Binder.jpg,oui,"La KTM RC16 est une moto de course prototype conçue par KTM pour concourir en catégorie MotoGP, à partir de la saison 2017.",since 2016,80,,Wikipedia EN (CC BY-SA 4.0)
aprilia-rs-gp,Aprilia,aprilia,Aprilia RS-GP,Aprilia RS-GP,Aprilia RS-GP,Aprilia RS-GP,Aprilia RS-GP,Sportive,,,oui,196.1,3537,oui,10,Aprilia RS-GP,Italie,italienne,Compétition,2015,2015,1000.0,V4,,250.0,183.87,,,,160.0,à sec,160.0,,,,,,,22.0,350.0,non,puissance > 35 kW,"V4, 4T",,,par chaîne,Périmétrique double poutre en aluminium,fourche inversée () / monoamortisseur,2 disques / disque,"17"", 120/70 / 17"", 200/55",,Aprilia RS Cube,,,https://upload.wikimedia.org/wikipedia/commons/0/06/MotoGP_2025_Malaysian_Grand_Prix_-_Aprilia_Racing_-_Lorenzo_Savadori.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q20072402,https://en.wikipedia.org/wiki/Aprilia_RS-GP,https://fr.wikipedia.org/wiki/Aprilia_RS-GP,https://fr.wikipedia.org/wiki/Aprilia_RS-GP,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/MotoGP_2025_Malaysian_Grand_Prix_-_Aprilia_Racing_-_Lorenzo_Savadori.jpg/960px-MotoGP_2025_Malaysian_Grand_Prix_-_Aprilia_Racing_-_Lorenzo_Savadori.jpg,CC BY-SA 4.0,Liauzh,https://commons.wikimedia.org/wiki/File:MotoGP_2025_Malaysian_Grand_Prix_-_Aprilia_Racing_-_Lorenzo_Savadori.jpg,oui,"L'Aprilia RS-GP est un modèle de moto de course du constructeur italien Aprilia. Ce prototype est doté d'un moteur à quatre temps, de quatre cylindres en V et a été développé pour le championnat du monde de vitesse moto.",since 2015,80,,Wikipedia EN (CC BY-SA 4.0)
yamaha-mt-03,Yamaha,yamaha,Yamaha MT-03,Yamaha MT-03,Yamaha MT-03 (2006),Yamaha MT-03 (),Yamaha MT-03,,6990,Wikipedia FR - prix au lancement (2006),oui,196.0,5555,oui,7,Yamaha MT-03,Japon,japonaise,Roadster,2006,,660.0,,,48.0,35.3,6250.0,,5500.0,174.0,à sec,174.0,,805.0,1420.0,,,,15.0,,non,puissance > 35 kW,"monocylindre, 4-temps, refroidissement liquide",,,par chaîne,périmétrique,fourche télescopique / monoamortisseur,2 disques ∅ 298 mm / 1 disque ∅ 245 mm,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Moscow%2C_Yamaha_MT-03%2C_June_2025_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1409089,https://en.wikipedia.org/wiki/Yamaha_MT-03,https://fr.wikipedia.org/wiki/Yamaha_MT-03,https://fr.wikipedia.org/wiki/Yamaha_MT-03,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Moscow%2C_Yamaha_MT-03%2C_June_2025_01.jpg/960px-Moscow%2C_Yamaha_MT-03%2C_June_2025_01.jpg,CC0,Retired electrician,"https://commons.wikimedia.org/wiki/File:Moscow,_Yamaha_MT-03,_June_2025_01.jpg",oui,La MT-03 est un modèle de moto du constructeur japonais Yamaha Motor.,2006–2014 / 2016–present,73,,Wikipedia EN (CC BY-SA 4.0)
bmw-c1,BMW,bmw,BMW C1,BMW C1,BMW C1,BMW C1,BMW C1,Scooter,,,oui,195.8,3175,oui,13,BMW C1,Allemagne,allemande,Scooter / Cyclomoteur,2000,2002,124.9,Monocylindre,,15.2,11.19,9250.0,12.0,6500.0,185.0,à sec,185.0,,701.0,1488.0,2075.0,1026.0,,9.7,112.0,oui,"11.2 kW, 0.060 kW/kg","monocylindre, 4T, refroidissement liquide",125: 56.4 × 50.0 mm / 200: 62.0 × 58.4 mm,125: 13.0:1 / 200: 11.5:1,par courroie,double longeron en alu,monoamortisseur / 2 combinés,1 disque ∅ 220 mm / disque ∅ 220 mm,120/70-13 / 140/70-12,,,BMW C evolution,,https://upload.wikimedia.org/wikipedia/commons/e/e2/BMW_C1_FF_200_%28frontale%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q796435,https://en.wikipedia.org/wiki/BMW_C1,https://fr.wikipedia.org/wiki/BMW_C1,https://fr.wikipedia.org/wiki/BMW_C1,https://upload.wikimedia.org/wikipedia/commons/e/e2/BMW_C1_FF_200_%28frontale%29.jpg,CC BY-SA 2.5,Stefano Bianco,https://commons.wikimedia.org/wiki/File:BMW_C1_FF_200_(frontale).jpg,oui,"Le BMW C1 est un modèle de scooter produit par le constructeur allemand BMW. D'un prix nettement supérieur aux autres scooters de puissance équivalente, il présentait un nouveau concept misant sur la protection du conducteur en cas d'accident ou contre les intempéries, visant ainsi une clientèle rebutée par les inconvénients ou les risques du scooter ou de la moto. Le C1 présente ainsi une conception qui en cas d'accident le rapproche d'une petite voiture avec une cellule déformable composée de la carrosserie, d'un arceau, d'étriers protège épaule et de deux ceintures de sécurité croisées qui dispensent du port du casque ou de vêtements de protection. Le montage du C1 était sous-traité chez Bertone en Italie et comportait des composants utilisés par Aprilia sur des scooters contemporains (transmission et bas-moteur en particulier). La conception du moteur a d'ailleurs été assurée par Rot",2000–2002,100,hauteur_mm=1766.0 hors [700-1700],Wikipedia EN (CC BY-SA 4.0)
ducati-1098,Ducati,ducati,Ducati 1098,Ducati 1098,Ducati 1098/1198,Ducati 1098,Ducati 1098/1198,Sportive,,,oui,195.5,4533,oui,11,Ducati 1098,Italie,italienne,Sportive,2007,2009,1099.0,,Liquide,182.5,134.23,9750.0,,8000.0,173.0,à sec,173.0,,820.0,1430.0,,,,15.5,278.9,non,puissance > 35 kW,"bicylindre en L à 90°, 4 temps refroidissement liquide",104.0 × 64.7 mm / 106.0 × 67.9 mm (1098R),,par chaîne,treillis tubulaire,fourche télescopique inversée ∅ 43 mm (127 mm) / monoamortisseur (127 mm),"2 disques ∅ 330 mm, étriers 4 pistons / 1 disque ∅ 245 mm, étrier 2 pistons",120/70 x 17 / 190/55 x 17,,999,1198,"""Ten-nine-eight""",https://upload.wikimedia.org/wikipedia/commons/8/86/Ducati_1098_2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q648431,https://en.wikipedia.org/wiki/Ducati_1098,https://fr.wikipedia.org/wiki/Ducati_1098/1198,https://fr.wikipedia.org/wiki/Ducati_1098/1198,https://upload.wikimedia.org/wikipedia/commons/8/86/Ducati_1098_2.jpg,CC BY 2.5,Original uploader was Diaphanous at en.wikipedia,https://commons.wikimedia.org/wiki/File:Ducati_1098_2.jpg,oui,"La 1098 est un modèle de motocyclette de la marque italienne Ducati. La 1098 est présentée lors du salon de Milan en novembre 2006. Elle remplace la 999. Le design tranche avec les lignes anguleuse de sa devancière. Le look se rapproche plus de la 916. Elle abandonne le bras oscillant classique pour un nouveau monobras. Le bicylindre en V ouvert à 90° de 1 099 cm3 développe 160 chevaux à 9 750 tr/min pour un couple de 12,5 mkg à 8 000 tr/min. Elle pèse seulement 173 kg. La 1098 est équipée d'origine d'un système permettant d'acquérir des données sur le moteur lors d'une session sur circuit, et de les analyser sur un ordinateur, par l'intermédiaire d'une clef USB fournie. Dès son lancement, elle est secondée par la 1098 S. Celle-ci propose des suspensions Öhlins à la place de la fourche et de l'amortisseur Showa, des jantes en aluminium forgé, de silencieux d'échappement Termignoni et de ",2007–2009,87,,Wikipedia EN (CC BY-SA 4.0)
ducati-desmosedici,Ducati,ducati,Ducati Desmosedici,Ducati Desmosedici,Ducati Desmosedici GP,Ducati Desmosedici,Ducati Desmosedici GP,Sportive,,,oui,194.5,6604,oui,13,Ducati Desmosedici,Italie,italienne,Compétition,2003,2003,1000.0,V4,,290.0,213.29,,,,157.0,à sec,157.0,,,,,,,22.0,355.0,non,puissance > 35 kW,"à 90°, 4 temps, refroidissement liquide",,,par chaîne,"treillis tubulaire, carbone et double poutre alu",fourche télescopique Öhlins / monoamortisseur Öhlins,"2 disques Brembo , étriers 4 pistons / disque Brembo","17"" / 17""",,,,Ducati D16,https://upload.wikimedia.org/wikipedia/commons/d/dc/MotoGP_2025_Malaysian_Grand_Prix_-_Ducati_Lenovo_-_Francesco_Bagnaia.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1263380,https://en.wikipedia.org/wiki/Ducati_Desmosedici,https://fr.wikipedia.org/wiki/Ducati_Desmosedici_GP,https://fr.wikipedia.org/wiki/Ducati_Desmosedici_GP,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/MotoGP_2025_Malaysian_Grand_Prix_-_Ducati_Lenovo_-_Francesco_Bagnaia.jpg/960px-MotoGP_2025_Malaysian_Grand_Prix_-_Ducati_Lenovo_-_Francesco_Bagnaia.jpg,CC BY-SA 4.0,Liauzh,https://commons.wikimedia.org/wiki/File:MotoGP_2025_Malaysian_Grand_Prix_-_Ducati_Lenovo_-_Francesco_Bagnaia.jpg,oui,"La Desmosedici est un modèle de moto de compétition du constructeur italien Ducati. Le nom « Desmosedici » (« Desmo » plus « Sedici », seize en italien) indique les particularités du moteur, actuellement unique au championnat du monde car il est équipé d'une distribution desmodromique à seize soupapes. La dénomination de la Desmosedici de course contient un numéro derrière la mention GP, qui indique l'année de sa participation en championnat. Par exemple, la Desmosedici GP4 est la machine qui courait en 2004. Elle a été dessinée par Alan Jenkins et Fillipo Preziosi. Elle fut présentée au Grand Prix d’Italie 2002 au Mugello, et fit ses grands débuts, aux mains de Loris Capirossi, lors du 1er Grand Prix de la saison 2003 sur le circuit de Suzuka au Japon. Loris Capirossi boucle le 1er tour en tête alors qu’il partait depuis la 15e place sur la grille, pour finir sur le podium. Il signe par",Since 2003,80,,Wikipedia EN (CC BY-SA 4.0)
suzuki-gs500,Suzuki,suzuki,Suzuki GS500,Suzuki GS500,Suzuki GS 500,Suzuki GS500,Suzuki GS 500,Roadster,,,oui,194.2,5215,oui,15,Suzuki GS500,Japon,japonaise,Roadster,1989,2013,487.0,,Air,52.7,38.78,9500,,7500,193.0,tous pleins faits,169.0,193.0,790.0,1405.0,2080.0,800.0,1060.0,17.0,159.32,non,puissance > 35 kW,"Bicylindre en ligne, 4T, refroidissement à air",74.0 × 56.6 mm,9.0 : 1,Par chaîne,Double berceau,Fourche télescopique / Monoamortisseur,"1 disque , étrier 2 pistons / disque , étrier 2 pistons",110/70 x 17 / 130/70 x 17,56.3 mpgus,Suzuki GS450,,GS500E / GS500F,https://upload.wikimedia.org/wikipedia/commons/3/36/1997SuzukiGS500E-001.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1190076,https://en.wikipedia.org/wiki/Suzuki_GS500,https://fr.wikipedia.org/wiki/Suzuki_GS_500,https://fr.wikipedia.org/wiki/Suzuki_GS_500,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/1997SuzukiGS500E-001.jpg/960px-1997SuzukiGS500E-001.jpg,CC BY 2.5,Rich Niewiroski Jr.,https://commons.wikimedia.org/wiki/File:1997SuzukiGS500E-001.jpg,oui,"La GS500 est une moto produite par le constructeur japonais Suzuki. C'est un roadster, qui se décline en deux versions : E pour la version non carénée, et F pour la version carénée.",1989–2012 (GS500 / GS500E) / 2004–2013 (GS500F),87,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-ninja-zx-12r,Kawasaki,kawasaki,Kawasaki Ninja ZX-12R,Kawasaki Ninja ZX-12R,Kawasaki ZX-12R,Kawasaki ZX-12R,Kawasaki ZX-12R,Sportive,,,oui,193.7,5657,oui,10,Kawasaki Ninja ZX-12R,Japon,japonaise,Sportive,2000,2006,1199.0,4 cylindres en ligne,Liquide,181.0,133.11,9500,136.94,7500,247.21,tous pleins faits,210.01,247.21,810.26,1439.93,2080.01,723.9,1184.91,19.0,300.95,non,puissance > 35 kW,"4-cylindres en ligne, 4T, refroidissement liquide",83.0 × 55.4 mm,12.2:1,Par chaîne,Monocoque en aluminium,Fourche télescopique inversée / Mono-amortisseur Uni-Trak,Disques doubles / Simple disque,120/70 ZR17 (58W) / 200/50 ZR17 (75W),32.1 mpgus,,Kawasaki Ninja ZX-14,,https://upload.wikimedia.org/wikipedia/commons/5/56/Kawasaki_ZX-12R_Bj._2001.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1382502,https://en.wikipedia.org/wiki/Kawasaki_Ninja_ZX-12R,https://fr.wikipedia.org/wiki/Kawasaki_ZX-12R,https://fr.wikipedia.org/wiki/Kawasaki_ZX-12R,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Kawasaki_ZX-12R_Bj._2001.jpg/960px-Kawasaki_ZX-12R_Bj._2001.jpg,CC BY-SA 3.0,uploader was Maggus 1978 at de.wikipedia,https://commons.wikimedia.org/wiki/File:Kawasaki_ZX-12R_Bj._2001.jpg,oui,"La Kawasaki Ninja ZX-12R est un modèle de motocyclette du constructeur japonais Kawasaki, appartenant à la gamme de motos sportives, produite de 2000 à 2006.",2000–2006,100,,Wikipedia EN (CC BY-SA 4.0)
